userID,caption,trial_number,image_name,group,tag,evaluator
20240911061937,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background. The person stands next to a horse brown horse and another individual can be seen next to another brown horse in the distance",7,Image_1.png,default,D6,1
20240911050505,"People enjoy a leisurely walk, dogs all around, on a paved pathway in a park with benches and lush grass on a cloudy day with storms in the distance. ",4,Image_10.png,default,D4,1
20240911033711,A man and a woman sit on a bench overlooking a calm sea as the sun sets over a moving boat and city skyline in the distance.,2,Image_11.png,default,D1,1
20240910231829,A young person is enjoying a sunny day outside a neighborhood on a scooter,10,Image_12.png,effort,E2,1
20240910232459,Two athletes giving all they have in a competitive chase for the ball during an intense soccer match.,9,Image_13.png,effort,E3,1
20240911045101,"A hiker treks up an inclined snowy mountain with a heavy backpack on their back, and using their hiking grips to trek up the snowy incline.",6,Image_15.png,default,D3,1
20240911043135,"A group of children and adults stands by an indoor water feature, engaging with the fish exhibit. The water tank is tiled with bright blue tile with a tan stone wall around it. Atop the wall sits a young girl with black pants and a white shirt on. Behind the fish exhibit is a bright, green wall as several other individuals pass by",9,Image_2.png,default,D2,1
20240911051725,"A man fishing at dusk in a serene lake, while standing under a large shady tree ",8,Image_3.png,default,D5,1
20240911022502,City pedestrians walk by a colorful street vendor cart on a busy day with the vendor nowhere in site. Countless pedestrians traversing the busy city ignoring the work of the vendors.,8,Image_5.png,effort,E5,1
20240910231016,Customers interact with a vendor at a dimly lit outdoor market. The vendors stall displays various food products in containers and bags creating a bustling nighttime scene.,7,Image_6.png,effort,E1,1
20240911022520,A man in a red jacket and a black hat sits on a bench surrounded by lush greenery while preparing a meal outdoors in pot.,5,Image_7.png,effort,E6,1
20240910234438,"A red off-road vehicle that looks like a jeep from the 90s is perched on an uneven dirt path. The vehicle looks to be trapped in a ditch in the middle of a desert with a little girl off in the distance wearing a green shirt and blue shorts, spectating the scene.",1,Image_9.png,effort,E4,1
20240910231016,"A young individual stands in a grassy area, holding a rope, In a foreground a small fire burns in a meata drum while open land with several horses and other persons can be seen in the backgro",4,Image_1.png,effort,E1,2
20240911051725,"A man takes a phone call on a park bench with his dog beside him, while groups of people enjoy a cloudy day at the peaceful park",11,Image_10.png,default,D5,2
20240911043135,"Two people, a man and a woman, sit on a bench overlooking a calm sea as the sun sets in the distance with scattered clouds in the sky. On the sea sits a white fishing boat passing by. In the distant background is the silhouette of a city skyline",12,Image_11.png,default,D2,2
20240910232459,"A young person wearing an orange helmet  is enjoying a crisp, clear, and sunny day outside on a silver scooter with green wheels. ",10,Image_12.png,effort,E3,2
20240910234438,"Two female athletes are in a competitive chase for the ball during a soccer match. One athlete has a blue soccer uniform with white detailing. The number 21 and the word Sherwood decorate the front of first girl jersey on the left hand, center of the photo. She has black and white sneakers and blue socks. She is a white female with dark blonde hair in a ponytail. Her left hand is posed in the air to push her opponent. Towards the right hand center of the photo is running away and has a white and black uniform with white socks and white and black shoes. She is another white female with dark brown hair in a pony tail and underneath her is a white and black soccer ball. In the back ground there are two other team mates blurred. One is wearing a blue uniform, the other is wearing a white uniform. There is a red flag in the left hand background of the soccer field.",6,Image_13.png,effort,E4,2
20240911050505,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape in a near vertical ascent, his ski poles looking down at him. ",9,Image_15.png,default,D4,2
20240911045101,"A group of people including children standing in front of an indoor water feature, with orange fishes swimming around, and a baby crawling onto the ledge of the water feature with an older woman coming closer to hold the baby.",2,Image_2.png,default,D3,2
20240911061937,"A lone figure holding a fishing pole stands beside a foggy, tranquil lake at dawn, under the shelter of a large tree",9,Image_3.png,default,D6,2
20240911022520,A busy city scape with pedestrians walk by a colorful street vendor cart with tall buldings in the background,1,Image_5.png,effort,E6,2
20240910231829,Customers at night interact with a outdoor market vendor,2,Image_6.png,effort,E2,2
20240911033711,"A man in a red jacket sits on a wooden bench surrounded by greenery, preparing a meal in a pot, outdoors during the evening.",7,Image_7.png,default,D1,2
20240911022502,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance. In the middle of nowhere only plains of grass and uneven hills are present.,2,Image_9.png,effort,E5,2
20240910231829,"A young individual girl in a grassy area, holding a rope with a horse, next to a small fire in the foreground and open land in the background",9,Image_1.png,effort,E2,3
20240911061937,"People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day, a man is sitting next to a black dog on a park bench",12,Image_10.png,default,D6,3
20240911045101,"A couple sit on a bench overlooking a calm river with a medium sized boat in the background, as the sun sets on the city skyline in the distance.",5,Image_11.png,default,D3,3
20240910234438,"A young boy who is wearing an orange helmet, a yellow t-shirt with blue sleeves, grey short pants, and a white and black colored nike shoes with white socks is enjoying a sunny day outside on a scooter. The scooter has green wheels and green handle bars. There is white houses behind him and in the distance there are several parked cars.",4,Image_12.png,effort,E4,3
20240911022502,Two athletes in a competitive chase for the ball during a soccer match. It look like there was a foul occurring as girl in blue T 21 aggressive bumps into her opponent.,6,Image_13.png,effort,E5,3
20240911051725,"A solo adventurous male treks uphill on a snowy mountain with a few pine trees, to grab his hiking poles.",1,Image_15.png,default,D5,3
20240911050505,"A group of young men and women stand by an indoor water feature, engaging with the exhibit and the fish that live in it. Many children are excited, and there's greenery around. ",8,Image_2.png,default,D4,3
20240910231016,"A lone figure stands beside a tranquil lake at dawn, under the shelter of  a large tree with expensive branches. The calm water reflects the soft colors of the sunrise creating a serene and peaceful atmosphere.",8,Image_3.png,effort,E1,3
20240911033711,"City pedestrians walk by a colorful street vendor cart on a busy day, as cop cars and large buildings sit in the background.",11,Image_5.png,default,D1,3
