userID,caption,trial_number,image_name,group,tag,evaluator
20240910154224,"A young girl stands in a grassy pasture, holding a rope attached to a tan horse, with a small fire in the foreground and open land in the background. Another horse and adult male owner can be seen off in the sidelines",6,Image_1.png,default,D2,1
20240910165019,"A lush park with a paved path cutting through the grass. The path leads to a large covered pavilion in the background of the image. In the foreground, a man and a dog sit on a bench along the path. Another person sits on a bench further along the path. Near this person, two women walk towards the viewer and two walk away from the viewer. Another person holds a basketball, poised on tiptoes.",8,Image_10.png,effort,E1,1
20240910172445,A man and a woman sit on a bench at the edge of the water overlooking a calm sea as the sun sets in the distance. There is a boat travelling just before them and a smaller one in the distance. The skyline contains a few high rise buildings shadowed by the sun setting behind them in an orange and blue/gray partly cloudy sky. ,12,Image_11.png,effort,E2,1
20240910221148,"A young person is enjoying a sunny day outside on a scooter. He is wearing an orange helmet, a yellow shirt and shorts. He has a worried look on his face. There are houses behind him in the background, and a few of cars. He is using his scotter in the neighborhood sidewalk.",12,Image_12.png,effort,E4,1
20240910161920,Two female athletes of opposing teams in a competitive chase for the ball during a soccer match. One wears and blud and white jersey and the other wears black and white. The one in blue is poised to push her opponent while the one in white struggles to keep her balance. Their teammates are seen running towards them in the background of the green pitch,5,Image_13.png,default,D4,1
20240910224454,"A lone climber climbs up a steep snowy cliffside, all but barren except for the one pine tree in front of their ascent. They are wearing a backpack, climbing with long sleeves and pants, while they use crampons and ice picks to climb. There are footprints to their left going up, and two silver ski poles with black handles. ",8,Image_15.png,effort,E6,1
20240910154427,A group of both male and female individuals of varying ages from children to adults are walking past or engaging with an indoor water feature in front of a vibrant green wall. The water feature has a short tiled walled surrounding contains clear blue water and a green plant in the corner. Inside the water feature are small orange fish.,1,Image_2.png,default,D3,1
20240910141502,A silhouette of a person is pictured standing by a lake. The person appears to be fishing in the lake as there is a pole in front of them. The person is also standing under a large tree that is surrounded by a grassy marsh. The background features a picturesque scene of a forest with tall trees. ,7,Image_3.png,default,D1,1
20240910175555,"City pedestrians walk by a colorful street vendor cart called puppet theatre attached on a mini yellow bicycle on an extremely busy and high traffic day. In the background, there are skyscrapers, stoplights with the light varying for each one, and architectural buildings.",10,Image_5.png,default,D5,1
20240910180338,"A slightly blurred candid photograph of two people at a food stall on a busy street at night. The man, in a light green long-sleeved shirt, is reaching for something on the table with chopsticks, while the woman in a white graphic T-shirt watches. There is a yellow taxi driving by behind them, and baskets of various foods on the table in front of them.",2,Image_6.png,default,D6,1
20240910221147,"A man in a red jacket and black hat sits on a bench surrounded by greenery, stirring a hot meal.",12,Image_7.png,effort,E3,1
20240910221648,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance. hills in background,3,Image_9.png,effort,E5,1
20240910154427,"A young female individual wearing a sweatshirt, shorts, and rubber knee high boots is holding the reigns of a brown colored horse with blonde main. They are looking at a fire pit of wood burning while standing on a grassy area. In the background fence posts can be seen along with an older man wearing blue long sleeve shirt and jeans standing next to a brown horse. ",8,Image_1.png,default,D3,2
20240910172445,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day. A man sits with his dog on a bench as he talks on his phone. A woman sits on a bench a few feet away watching the passersby. There is a young boy with a basketball among the group of walkers. A large pavilion is in the far background and a water fountain pool in the foreground. ,9,Image_10.png,effort,E2,2
20240910175555,"A man and woman with glasses sit on a bench overlooking a calm sea as the sun sets in the distance. A sail boat with a white color way can be seen in the middle of the ocean. In the background, a bunch of buildings can be seen with some being skyscrapers.",6,Image_11.png,default,D5,2
20240910221648,A young boy wearing a orange helmet and yellow shirt is enjoying a sunny day outside in a small residential area doing a trick on a scooter,10,Image_12.png,effort,E5,2
20240910165019,"A soccer field with four women visible. In the foreground, two women scramble after the soccer ball. One of the women in the foreground wears a white and black uniform. She has her foot under the ball as though she is about to kick it. Behind her, a woman wearing a blue uniform is poised in mid-leap, reaching out her arms as though she is about to shove the other woman. Behind them, a woman in a blue uniform and a woman in a white uniform jog forward.",6,Image_13.png,effort,E1,2
20240910141502,"A traveler wearing a black shirt and black pants is traveling on a trail up a mountain. The traveler has a black bag on their back and equipment in their hands that appears to guide them through the snow trail The trail is snowy and white, with a dark green evergreen tree peaking out the left side of the picture. There are two trekking poles in the foreground of the picture.",4,Image_15.png,default,D1,2
20240910161920,"A group of 14 individuals stands by an indoor water feature, engaging with the exhibit with three fish in frame. The exhibit has tiled walls were some of the individuals rest to take a look at the fish and the water is very clear. Some of the people are seen walking past the green wall in the background.",1,Image_2.png,default,D4,2
20240910154224,"A middle aged man stands beside a tranquil lake fishing at dawn by himself, under the shelter of a large tree",2,Image_3.png,default,D2,2
20240910180338,"Pedestrians walk by a colorful cart attached to a short yellow tricycle on a busy city street. The cart says ""Puppet Theatre"" and shows an impressionist painting of figures in a field with flowers and trees around them.",5,Image_5.png,default,D6,2
20240910221147,"A man and a woman interact with a street food vendor at a dimly lit outdoor market, with a taxi in the background.",10,Image_6.png,effort,E3,2
20240910221148,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors. There is a pot of noodles and a red water bottle. The man is wearing a black hat and white shorts. He has a look of anticipation as he looks at the pot of noodles. ",7,Image_7.png,effort,E4,2
20240910224454,A red 4x4 off-road vehicle with thick-treaded tires is perched on an uneven rocky dirt path with a spectating woman wearing blue shirts and a light green shirt in the background. There is a man witha  green shirt pushing on the vehicle in an attempt to even it back out.,3,Image_9.png,effort,E6,2
20240910161920,"A young individual stands in a grassy area, holding a rope tied to a horse, with a small fire in the foreground and open land in the background. She watches the fire burning in front of her. An older man stands in the distance beside another horse watching her.",12,Image_1.png,default,D4,3
20240910175555,"People enjoy a leisurely walk on a paved pathway in a park with brown benches and lush grass on a cloudy day. In the background, a community hall with a gray roof and tall trees can be seen.",9,Image_10.png,default,D5,3
20240910180338,A man and a woman sit on a bench watching a boat sail by on calm waters during sunset. The sky is partly cloudy and golden and there is a small city on the horizon.,4,Image_11.png,default,D6,3
20240910224454,"A young boy wearing a yellow shirt, grey cargo shorts, black and red nike shoes, with a vibrant orange helmet, is enjoying a clear sunny day outside. He is doing an ollie onto an elevated sidewalk with his green-wheeled metal scooter. There are middle class single story houses and a red dodge truck in the background.",2,Image_12.png,effort,E6,3
20240910172445,Two female athletes in a competitive chase for the ball during a soccer match. The two athletes have a face of determination as they battle gain or keep control of the soccer ball. There is a teammate from each team in the background prepared to assist if the ball comes their way. The green grassy field is fenced in and surrounded by trees. There is a marker with a red flag in the background to mark pitch boundaries. ,7,Image_13.png,effort,E2,3
20240910154224,"A climber treks up a snowy trail in a forest, taking in the serene winter landscape. Dealing with harsh weather climates",9,Image_15.png,default,D2,3
20240910165019,"In the foreground, a shallow pool contains a handful of large fish. Several children of varying ages look at the pool. A small child leaning over the wall of the pool is being dragged back by a laughing child as an adult reaches out an arm to intervene. Adults walk past in the background against a plain green wall.",1,Image_2.png,effort,E1,3
20240910154427,A lone shadowy figure stands beside a tranquil lake with a light fog sitting on top of the lake. At large tree on a grassy knoll  can bee seen with leaves over hanging in front of the lake. In the background large trees can be seen along the lakes edge.,10,Image_3.png,default,D3,3
20240910221147,A man in a brown jacket and blue jeans and a woman in a long black jacket and beige turtleneck walk by a colorful Puppet Theatre street vendor cart on the sidewalk of a busy city.,4,Image_5.png,effort,E3,3
20240910221148,"Customers interact with a vendor at a dimly lit outdoor market. Two customers, an older man and a younger woman who appear to be Asian, look at the various food for sale. There are vegetables on the table for sale. There is a taxi cab driving by behind the customers. ",2,Image_6.png,effort,E4,3
20240910221648,"A man in a red jacket white shorts and a black hat sits on a bench surrounded by greenery, preparing a meal in a portable stove on the bench outdoors",1,Image_7.png,effort,E5,3
20240910141502,"A red off-road sport utility vehicle with large black tires is perched on an uneven dirt path. The vehicle is positioned slightly to the right with the front left tire suspended in the air, suggesting that the driver had issues with traveling on the rocky terrain.  A woman in a green shirt and blue shirts looks on as another individual inspects the damage.",8,Image_9.png,default,D1,3
20240910165019,"A young individual stands on a grassy field holding the reins of a horse. The person and the horse are next to a small fire that is contained in a concrete barrel. In the background, an adult man stands next to another horse, looking towards the young person and their horse. There is an expanse of grass leading up to a forest in the background.",4,Image_1.png,effort,E1,4
20240910180338,"People enjoy a park with green grass and several trees on a cloudy day. Several people walk on a wide paved path, while others including a man and his dog sit on benches.",8,Image_10.png,default,D6,4
20240910221147,A man and a woman sit on a bench overlooking a passing boat on a calm sea with a city skyline and a sunset in the distance. ,8,Image_11.png,effort,E3,4
