userID,caption,trial_number,image_name,group,tag,evaluator
20240903215303,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background",2,Image_1.png,effort,E4,1
20240903193303,Various People of different ages enjoy a leisurely walk on a paved pathway in a park with a gazebo and with benches and lush grass on a cloudy day as a man with a dog sit and watch ,6,Image_10.png,effort,E1,1
20240903214232,Two people sit on a bench overlooking a calm sea and small boat as the sun sets in the distance behind a city's skyrise.,7,Image_11.png,effort,E3,1
20240904043258,A young boy with a yellow helmet and shirt is mid-air as he does a trick on his scooter with green wheels on a sunny day outside in a neighborhood with houses and cars in the background.,11,Image_12.png,default,D3,1
20240904044212,"two female soccer player that seem like they are battling for the ball but the one on white is in agony probably because the one on blue has committed a serious foul on her which made the both of them not focus on the ball and their teammates could only look on as regards what is going one, the green grass also looks to have felt a lot of pains because they don't look that green if compare to the trees behind the athletes on the pitch",7,Image_13.png,default,D4,1
20240904043100,"A traveler climbs up a steep, snowy bank., surrounded by rocks and nature. He wears a large headpiece and grips onto a red tool that he uses to hoist himself upwards. ",3,Image_15.png,effort,E5,1
20240903164400,"Young children marvel in delight into a koi enclosure. The bottom of the enclosure is a vivid light blue. The wall of the enclosure is constructed with decorative bricks, all of them light in hue. The three fish in the encasement are orange and yellow. People walk behind the children, some with backpacks, one person with a stroller. Behind those people is a lime green wall.",8,Image_2.png,default,D2,1
20240904053118,"A lone man with a hat and fishing pole stands beside a tranquil foggy lake at dawn, under the shelter of a large tree",10,Image_3.png,default,D6,1
20240904062306,City pedestrians walk by a colorful street vendor cart on a busy day in the heart of a bustling city.,11,Image_5.png,effort,E7,1
20240904061132,Customers engage with a vendor at a dimly lit where the soft glow of hanging light casts shadow on the stalls,9,Image_6.png,effort,E6,1
20240904050718,"A man in a red jacket, white shorts, and black cap sits on a trail bench surrounded by greenery. Next to him on the bench, he is preparing food in a setup made for camping.",7,Image_7.png,default,D5,1
20240903211538,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance. The vehicle seems to have fallen off the path and is stuck in a ravine. A small child is overlooking the situation in the sandy distance.,1,Image_9.png,effort,E2,1
