userID,caption,trial_number,image_name,group,tag,evaluator
20241121053121,"A young girl with a black shirt and brownish blonde hair stands in a grassy area, holding a rope attached to a horse with a small fire in the foreground and open land in the background. In the distance stands a man wearing a hat and a light blue shirt standing near a brown horse. ",11,Image_1.png,effort,E2,1
20241121220630,A man and his dog sitting on a bench while People enjoy a leisurely walk on a paved pathway in a park with green trees scenery,3,Image_10.png,effort,E12,1
20241121070823,"Two people sit on a bench overlooking a calm sea as the sun sets in the distance, a boat glides across the calm waters, in the distance, a city skyline is visible, framed by scattered clouds and a soft, peaceful ambiance.",2,Image_11.png,effort,E4,1
20241121175407,"A boy dressed in a yellow shirt and helmet, clutches his green handle bars and he jumps a small road groove in his trailer park",5,Image_12.png,effort,E6,1
20241121222945,Two athletes in a competitive chase for the ball during a soccer match. One of them is running in to help a team mate while there is a guy with a hat in the distance leaning against the metal fence just watching the game with one hand in pocket and the other hand hold a coke can.,9,Image_13.png,effort,E13,1
20241121181245,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape. ",1,Image_15.png,effort,E8,1
20241121165747,A mother wearing a green top and blue jeans helps a child pulling another child wearing a red shirt from the side of a tiled koi pool as many other people walk by and watch on. There is a green plant in the lower left corner as three orange koi fish swim in the bottom right corner,10,Image_2.png,effort,E5,1
20241121175750,"A lone figure stands beneath the sprawling branches of a large tree at dawn, gazing across a tranquil lake shrouded in soft morning mist.",8,Image_3.png,effort,E7,1
20241121183450,"NYC pedestrians rush by a creatively painted, mobile puppet theatre.",8,Image_5.png,effort,E10,1
20241121063648,"Customers interact with a vendor at a dimly lit outdoor market, where various food items, including crispy snacks and fresh produce, are displayed on the table. A woman in a white shirt and a man in a light colored shirt appear to be engaged in conversation near the stall.",2,Image_6.png,effort,E3,1
20241121184527,"A man in a red jacket with a black hat on a hike sits on a bench surrounded by greenery, preparing a meal outdoors with a pot and pasta",2,Image_7.png,effort,E11,1
20241121182532,"A red off-road truck is stuck on an uneven dirt path on the side of a hill with a young girl in the distance, and boy leaning into the car.",6,Image_9.png,effort,E9,1
20241121063648,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background, the horse beside them appears calm and attentive, while a second person in the distance seems to handle another horse.",4,Image_1.png,effort,E3,2
20241121222945,"People enjoy a leisurely walk on a paved pathway in a park, one of them is showing their friends a video on their phone as they're walking. There is a few benches nearby, one person is reading a book while sitting on them. A person in the background is throwing a frisbee for their dog to catch.",6,Image_10.png,effort,E13,2
20241121165747,Two silhouetted people sit on a bench overlooking a calm sea with a fishing boat centered on it as the sun sets in the distance behind a skyline of a little over half a dozen large buildings. A small fir tree is above the people in the upper left.,12,Image_11.png,effort,E5,2
