userID,caption,trial_number,image_name,group,tag,evaluator
20241122221158,"A young girl stands in a grassy area, holding a rope tied to a horse, with a small bonfire nearby and open land in the background",1,Image_1.png,effort,E9,1
20241122020904,"People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day. There are three benches on the right of the path, and two are occupied. One is occupied by a woman in blue, and the other by a man sitting with his dog. There is a pavilion in the distance on the left.",1,Image_10.png,effort,E4,1
20241126031716,Two people sit on a bench overlooking a calm sea as the sun sets in the background. There is a boat in the ocean in the middle distance and the skyline of the city further back.,11,Image_11.png,effort,E11,1
20241126032439,"A kid wearing a yellow shirt with an orange helmet is enjoying a sunny blue sky day outside on a scooter. Suburban houses lie behind the kid, with cars parked in the driveway.",11,Image_12.png,effort,E12,1
20241122210318,Two female athletes are in a competitive chase for the ball during a soccer match and both are beginning to fall down. ,4,Image_13.png,effort,E6,1
20241122030706,"A lone-traveler treks up a steep snowy trail on a mountain, struggling to mount the top of the summit without gloves, hiking sticks in the foreground are just out of reach.",11,Image_15.png,effort,E5,1
20241122014416,"A group of individuals stands by an indoor water feature, engaging with the exhibit.",4,Image_2.png,effort,E2,1
20241122214316,"A lone man in a hat stands beside a tranquil lake at dawn, under the shelter of a large tree standing in a green field. He is holding a fishing rod and staring out at the mist rising above the lake. In the distance across the foggy lake, you can see another field and pine trees.",11,Image_3.png,effort,E8,1
20241122221911,Busy city pedestrians walk by a street puppet theater card on a busy day. There is a crowd in the background and the cart is painted with multiple faceless people,4,Image_5.png,effort,E10,1
20241126034153,"Customers interact with a vendor at a dimly lit outdoor market at night time, there are plants, food, a taxi in the background ",11,Image_6.png,effort,E13,1
20241122020058,"A man in a red jacket, black hat, and white cargo shorts sits on a bench surrounded by greenery. He is using a silver pot with a red gas tank connected to cook a hot meal. A backpack is laying on the ground to his left.",3,Image_7.png,effort,E3,1
20241122213136,A red off-road vehicle is perched haphazardly on an uneven dirt path. The male driver is still inside while another man is outside talking to him. A little girl is looking at what's happening a few feet away.,7,Image_9.png,effort,E7,1
20241122221911,"A young girl stands with her horse, watching a small fire burn with her father and his horse in the background of the fenced off grassy area",10,Image_1.png,effort,E10,2
20241122030706,"A man and his dog sit on a bench in a park with people enjoying a leisurely walk on a paved pathway and lush grass on a cloudy day, a large gazebo in the background attracts a crowd",7,Image_10.png,effort,E5,2
20241126032439,"Two people sit on a bench overlooking a calm sea as the sun sets in the distance. Between the city skyline and the people, a boat is sailing. ",3,Image_11.png,effort,E12,2
20241126034153,"A young person with an orange bike helmet, yellow blue shirt and gray shorts is enjoying a sunny day outside on a scooter riding around the neighborhood. The houses in the background are gray, and there are vehicles in the background.",12,Image_12.png,effort,E13,2
20241122213136,Two athletes in a competitive chase for the ball during a soccer match as teammates watch in the background.,12,Image_13.png,effort,E7,2
20241122210318,"An alpine mountaineer treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape while carefully plotting his next step.",8,Image_15.png,effort,E6,2
20241122020058,"There is a ledge overlooking a pool containing three orange fish. By the ledge there are two children holding each other and A woman that is reaching for them. There is also a child in a white shirt and black pants sitting on the ledge. In the background, several people are walking past. They are walking in front of a green wall",7,Image_2.png,effort,E3,2
20241122221158,"A lone figure stands beside a tranquil lake at dawn, underneath a large tree",3,Image_3.png,effort,E9,2
20241126031716,"Pedestrians in a busy city walk by a colorful street vendor cart. There are tall buildings in the background, as well as cars on the right side of the frame. Two of the pedestrians admire the colorfully painted street vendor cart. Several others walk in different directions.",1,Image_5.png,effort,E11,2
2024,Customers interact with a vendor at a dimly lit outdoor market,1,Image_6.png,control,O,2
20241122020904,"A man in a red jacket and black hat sits on a bench surrounded by greenery, preparing a meal outdoors. The man is stirring his meal in a crockpot with a black spoon. The meal is pasta.",4,Image_7.png,effort,E4,2
20241122214316,"A red and black off-road vehicle is perched on an uneven rock path. Three of the cars tires are making contact with the rock, while one tire is completely off the ground as the car is askew. You can just barley see the face of the driver in the driver's side window. On the opposite side, an individual in a light colored shirt stands outside the passenger side door. Behind him, a young girl in a green shirt and blue shorts stands in a yellow grassy field.",5,Image_9.png,effort,E8,2
20241126031716,"A young woman stands in a grassy field, holding the rope of a horse. There is a small fire in the foreground, and open land with trees and a fence in the background. There is an older gentleman with another horse in the right side of the picture.",5,Image_1.png,effort,E11,3
20241122210318,Pedestrians enjoy a leisurely walk on a paved pathway in a park with benches leading away from a gazebo and lush grass on a cloudy day,3,Image_10.png,effort,E6,3
20241126034153,"Two people sit on a bench overlooking a calm sea, distant city skyscrapers, hills, and a fishing boat as the sun sets in the distance",5,Image_11.png,effort,E13,3
2024,A young person is enjoying a sunny day outside on a scooter,1,Image_12.png,control,O,3
