userID,caption,trial_number,image_name,group,tag,evaluator
20240815025546,"A young girl stands in the grass, holding a rope with horse, a small fire is in the foreground and there is open land all around.",5,Image_1.png,default,D3,1
20240815224510,"Two women and three men are on a paved pathway in a park with three benches and lush grass on a cloudy day. The two women are walking towards the camera. The three men are engaged in a game of basketball. On the second bench from the camera, a woman dressed in a blue shirt is sitting and staring at the men playing basketball. On the closest bench to the camera, a man with grey hair and glasses on sits with his legs crossed and is speaking on his phone. Sitting next to the man is a large gray dog with a blue name tag. The dog is looking over its left shoulder at something out of frame. In the distance there is a gazebo and a building side by side, with large trees behind them.",2,Image_10.png,effort,E2,1
20240815030001,Two people sit on a bench overlooking a calm sea as the sun sets in the distance. Both of them are having a good time ,5,Image_11.png,default,D5,1
20240815025304,"A young boy in a yellow shirt, shorts and orange helmet is enjoying a sunny day outside on a scooter doing tricks as he rides down the neighborhood.",12,Image_12.png,default,D1,1
20240815025417,"Two female athletes are aggressively going after the ball in a competitive chase during a soccer match. The players on one team are wearing royal blue uniforms and the players on the other team are wearing white jerseys with black shorts. It is a bright, sunny day and the grass is green.",1,Image_13.png,default,D2,1
20240815224510,"A skier treks up a steep snowy trail in a forest. Two ski pikes are stabbed in the snow in the foreground of the photo, with footprints leading up to them in the snow. The pictured skier is wearing all black, with their long sleeved shirt pushed up their forearms. Their face is completely obscured by the red skis strapped to their back, and they are using something red to gain traction and trek up the hill.",10,Image_15.png,effort,E2,1
20240815031204,"A group of individuals including children, women, and men stands by an indoor water feature, engaging and smiling  with the exhibit that includes fish and a green plant.",4,Image_2.png,effort,E1,1
2024,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree",1,Image_3.png,control,O,1
20240816125625,City pedestrians walk by a colorful street vendor cart on a busy day. ,7,Image_5.png,effort,E5,1
20240815224654,Customers interact with a vendor at a dimly lit outdoor market. There is a moving taxi in the background,5,Image_6.png,effort,E3,1
20240815225435,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors. he is holding a steel thermos and tending to a slow cooker. on the bench is various camping equipment. in the background is grass and greenery. ",6,Image_7.png,effort,E4,1
20240815025733,"A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.A little gril wearing green and blue short standing beside the vehicle,mountain at the side .",4,Image_9.png,default,D4,1
20240815025733,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background,there two horses on grass land,one is very brown and other looks brown and black.there are alot of trees at back of the grassy area.the horses are tied with robs.",6,Image_1.png,default,D4,2
20240815224654,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,4,Image_10.png,effort,E3,2
2024,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,1,Image_11.png,control,O,2
20240815025417,A young boy dressed in a yellow and black t-shirt and gray shorts is enjoying a sunny day outside on a scooter. He is wearing an orange helmet and his scooter has a green handlebar and wheels. He is in a neighborhood of modest homes and he is concentrating as he makes his scooter hop up from the asphalt street onto the concrete sidewalk. The blue sky above has electric wires running across the scene.,12,Image_12.png,default,D2,2
20240815025546,Two athletes chase for the ball during a competitive soccer match against each other.,12,Image_13.png,default,D3,2
20240815224654,"A traveler treks across a gentle snowy trail on a mountain, taking in the serene winter landscape",1,Image_15.png,effort,E3,2
20240815224510,"A group of individuals stands by an indoor water feature featuring fish, engaging with the exhibit. The exhibit itself is a large, shallow pool with a water fall to the right of the photo, containing three large orange fish. It is surrounded by a short wall of tiled concrete. Directly in front of the wall of concrete are six children of various ages, and nine adults. One of the younger children, which appears to be a toddler wearing a red shirt, is attempting to jump into the exhibit. One child is holding the toddler back, while a woman in a light blue tube top reaches over to stop the child. The rest of the adults and children look on as it happens.",5,Image_2.png,effort,E2,2
20240815031204,"A lone man with a fishing pole stands beside a tranquil lake at dawn under the shelter of a large tree, mist rising above the lake as the sun peeks over the trees across  in the distance",8,Image_3.png,effort,E1,2
20240815025304,City pedestrians walk by a colorful street vendor cart on a busy day while taking in all the sites around the city,5,Image_5.png,default,D1,2
20240815225435,Customers interact with a vendor at a dimly lit outdoor market. The vendor is selling various foods and dishes. Behind them a busy street a taxi flying in the background.,11,Image_6.png,effort,E4,2
20240816125625,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors",2,Image_7.png,effort,E5,2
20240815030001,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,11,Image_9.png,default,D5,2
20240815030001,"A young girl stands in a grassy area, holding a rope tied on a horse , with a small fire in the foreground and open land in the background",6,Image_1.png,default,D5,3
20240815225435,"People enjoy a leisurely walk on a paved pathway in a park. In the background sits a large gazebo, hosting an event. some teens walk the path, one wearing a red shit and holding a basketball. an older man and a large gray dog sit on a bench in the foreground",1,Image_10.png,effort,E4,3
20240815031204,A man and woman closely sit on a bench overlooking a calm sea as the sun sets in the distance. A boat sits between them and the skyline in the background.,5,Image_11.png,effort,E1,3
20240815025546,A young boy enjoys a nice day out on a scooter in his neighborhood.,10,Image_12.png,default,D3,3
20240815025733,Two athletes in a competitive chase for the ball during a soccer match,11,Image_13.png,default,D4,3
20240815225435,"A traveler treks uphill on a snowy mountain, footprints follow his side. Small tree on the left hand side.",10,Image_15.png,effort,E4,3
20240815224654,"A group of individuals stands by an indoor fish pond, engaging with the exhibit, with others passing by",10,Image_2.png,effort,E3,3
20240815224510,"A lone figure fishes beside a tranquil, foggy lake at dawn, under the shelter of a large tree. The lake reflects the morning sun, and in the distance is hill with another grouping of large, green trees. ",6,Image_3.png,effort,E2,3
20240815025417,"City pedestrians walk by a colorful street vendor puppet theatre cart on a busy day.  The area is bustling with both pedestrians and cars. Old stone buildings set the background on a bright, chilly afternoon.",2,Image_5.png,default,D2,3
20240816125625,Customers interact with a vendor at a dimly lit outdoor market,9,Image_6.png,effort,E5,3
20240815025304,"A man in a red jacket, black hat, and shorts sits on a bench with a pot and thermal cup surrounded by greenery, preparing a meal outdoors",8,Image_7.png,default,D1,3
2024,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,1,Image_9.png,control,O,3
2024,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background",1,Image_1.png,control,O,4
20240816125625,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day. A middle aged man making a phone call is seated with his dog on the bench. A young boy wearing a red shirt is playing handball,1,Image_10.png,effort,E5,4
20240815224510,Two people cuddle on a bench overlooking a sea with two boats in it as the sun sets over the city skyline in the distance. The person to the left is wearing a dark shirt with their head shaved. To the right of them sits a women in a soft purple shirt and straight hair down to her shoulders.,11,Image_11.png,effort,E2,4
20240815025733,"A young person is enjoying a sunny day outside on a scooter,wearing helmet to protect his head from enjury.there are alot of houses at the road side.",10,Image_12.png,default,D4,4
20240815030001,Two football players  in a competitive chase for the ball during a soccer match,12,Image_13.png,default,D5,4
20240816125625,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape",4,Image_15.png,effort,E5,4
20240815225435,"A group of individuals stands by an indoor water feature, engaging with the exhibit. children laugh and enjoy koi fish while adults walk and supervise in the background.",7,Image_2.png,effort,E4,4
20240815224654,"A lone man fishes beside a tranquil lake at dawn, under the shelter of a large tree",9,Image_3.png,effort,E3,4
20240815025546,Pedestrians walk in the busy city by a colorful street vendor cart.,7,Image_5.png,default,D3,4
20240815025304,Customers interact with a vendor at a dimly lit outdoor market while visiting a city traveling with a taxi behind them,10,Image_6.png,default,D1,4
20240815025417,"A man in a red jacket and white shorts sits on a worn gray bench surrounded by greenery, preparing a meal outdoors. He is wearing a black baseball cap that matches the black trim on his long-sleeved jacket. A purple flower grows next to the bench where his pot of soup sits as he stirs it. A red water bottle and a black plastic plate are among his gear.",7,Image_7.png,default,D2,4
20240815031204,A red off-road vehicle is perched on an uneven dirt path containing rocks and dead grass as a little girl in a green shirt and blue shorts stands in the distance to watch.,12,Image_9.png,effort,E1,4
20240815031204,"A young woman stands in a grassy area, holding a rope that is tied to a horse. The girl and the horse are looking at small fire in the foreground and open land in the background with another horse and man.",2,Image_1.png,effort,E1,5
20240815025304,An older man and his dog are enjoying a relaxing day at the park while people enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,2,Image_10.png,default,D1,5
20240815224654,"Two people sit on a bench overlooking a calm sea, a skyline, and a small boat as the sun sets in the distance",6,Image_11.png,effort,E3,5
20240815030001,A young boy is enjoying a sunny day outside on a scooter,9,Image_12.png,default,D5,5
2024,Two athletes in a competitive chase for the ball during a soccer match,1,Image_13.png,control,O,5
20240815025304,"A mountain climber treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape with their shirt sleeves pulled up and with a helmet for protection",1,Image_15.png,default,D1,5
20240816125625,"A group of individuals stands by an indoor water feature, engaging with the exhibit. is a child who wants to jump into the water but is held back by an older child. A child of about 9 years is sitting around the water and keeps admiring the fishes in the water.",5,Image_2.png,effort,E5,5
20240815225435,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree. The trees canopy hangs over the man, a line of trees sits in the background on the other side of the lake. ",9,Image_3.png,effort,E4,5
20240815025733,"City pedestrians walk by a colorful street vendor cart on a busy day,Alot of tall buildings in the street,there is a traffic light in the middle of the street,alot of cars in the street and alot of people going back and fort,there is a bicycle parked at the side of pedestrian road written on it supper theater",8,Image_5.png,default,D4,5
20240815025417,An Asian man and woman interact with a vendor at a dimly lit outdoor market as a taxi drives by behind them. They are looking at an assortment of colorful food. The man is wearing a light yellow button-down shirt and the woman is wearing a white t-shirt with blue lettering. The vendor is wearing a light yellow t-shirt and is showing them her wares.,8,Image_6.png,default,D2,5
20240815025546,A young man wearing red is sitting ona bench surrounded by green bushes and is preparing a meal.,2,Image_7.png,default,D3,5
20240815224510,"A red, tilted, off-road vehicle is perched on an uneven dirt path upon a hill with one wheel completely off of the ground. There is a man inside the vehicle facing the camera, but he is mostly obscured by the vehicle. A child spectator wearing a light green, sleeveless shirt, stands on an elevated part of the path looking towards the vehicle, while an adult wearing a light blue shirt is leaning down, looking through the window. The grass on the hill is mostly dead, and is outnumbered by dirt and rocks.",9,Image_9.png,effort,E2,5
20240815224510,"A young blond girl, wearing a black hoodie with bold red words spelling ""athletic"" on it, stands in a pasture with a horse right next to her. The horse is light gray with a bond mane, and has a green harness on attached to a rope that the young girl is holding. There is a small fire in the foreground and open land with a wall of trees in the background. Also in the background is an older man wearing a light blue long sleeved shirt. Next to the man is another horse, which is a darker brown with a black mane.",3,Image_1.png,effort,E2,6
20240815025417,"A group of people enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day. A boy in a red shirt is dribbling a basketball on the path, while a woman sits on a bench and watches. Another bench in the foreground is occupied by a man with gray hair and sunglasses wearing jogging pants and running shoes. Seated next to him on the bench is a large black dog. An old-fashioned lamppost lines the path and in the background is a large open air gazebo.",9,Image_10.png,default,D2,6
20240815225435,"Two people sit on a bench overlooking a calm sea as the sun sets in the distance. they are facing away from camera, looking at the boat in the background. A city scape sits behind the boat. ",3,Image_11.png,effort,E4,6
2024,A young person is enjoying a sunny day outside on a scooter,1,Image_12.png,control,O,6
20240815031204,"Two girl athletes, one in blue and the other in white, are in a competitive chase for the ball during a soccer match. Two additional players in the back running towards the girls.",3,Image_13.png,effort,E1,6
